3.000000000000000000e+00,4.000000000000000000e+01
3.012024048096192175e+00,4.041026515100634242e+01
3.024048096192384794e+00,4.082343228712275618e+01
3.036072144288576968e+00,4.123951183880686244e+01
3.048096192384769587e+00,4.165851423651637475e+01
3.060120240480961762e+00,4.208044991070892138e+01
3.072144288577154381e+00,4.250532929184219455e+01
3.084168336673346555e+00,4.293316281037381543e+01
3.096192384769539174e+00,4.336396089676149757e+01
3.108216432865731349e+00,4.379773398146286922e+01
3.120240480961923968e+00,4.423449249493562263e+01
3.132264529058116143e+00,4.467424686763738606e+01
3.144288577154308761e+00,4.511700753002585884e+01
3.156312625250500936e+00,4.556278491255867635e+01
3.168336673346693555e+00,4.601158944569353082e+01
3.180360721442885730e+00,4.646343155988805762e+01
3.192384769539078349e+00,4.691832168559994898e+01
3.204408817635270523e+00,4.737627025328684027e+01
3.216432865731462698e+00,4.783728769340640952e+01
3.228456913827655317e+00,4.830138443641634183e+01
3.240480961923847492e+00,4.876857091277425837e+01
3.252505010020040110e+00,4.923885755293785138e+01
3.264529058116232285e+00,4.971225478736477044e+01
3.276553106212424904e+00,5.018877304651270777e+01
3.288577154308617079e+00,5.066842276083928454e+01
3.300601202404809698e+00,5.115121436080220008e+01
3.312625250501001872e+00,5.163715827685908977e+01
3.324649298597194491e+00,5.212626493946765294e+01
3.336673346693386666e+00,5.261854477908551786e+01
3.348697394789579285e+00,5.311400822617038386e+01
3.360721442885771459e+00,5.361266571117986501e+01
3.372745490981964078e+00,5.411452766457168195e+01
3.384769539078156253e+00,5.461960451680345585e+01
3.396793587174348872e+00,5.512790669833287893e+01
3.408817635270541047e+00,5.563944463961759368e+01
3.420841683366733221e+00,5.615422877111525679e+01
3.432865731462925840e+00,5.667226952328358180e+01
3.444889779559118459e+00,5.719357732658019700e+01
3.456913827655310634e+00,5.771816261146274485e+01
3.468937875751502808e+00,5.824603580838891048e+01
3.480961923847695427e+00,5.877720734781637901e+01
3.492985971943887602e+00,5.931168766020278582e+01
3.505010020040080221e+00,5.984948717600582313e+01
3.517034068136272396e+00,6.039061632568311211e+01
3.529058116232465014e+00,6.093508553969236630e+01
3.541082164328657189e+00,6.148290524849120686e+01
3.553106212424849808e+00,6.203408588253732603e+01
3.565130260521041983e+00,6.258863787228836628e+01
3.577154308617234602e+00,6.314657164820200563e+01
3.589178356713426776e+00,6.370789764073590078e+01
3.601202404809619395e+00,6.427262628034773684e+01
3.613226452905811570e+00,6.484076799749513498e+01
3.625250501002003745e+00,6.541233322263579453e+01
3.637274549098196363e+00,6.598733238622739350e+01
3.649298597194388982e+00,6.656577591872755306e+01
3.661322645290581157e+00,6.714767425059395123e+01
3.673346693386773332e+00,6.773303781228425180e+01
3.685370741482965951e+00,6.832187703425614700e+01
3.697394789579158569e+00,6.891420234696727221e+01
