4.996387688321985987e-01,-1.517676909499645899e-01
-9.013669189649073932e-01,8.761928675853425386e-01
4.290131223229654567e-01,-1.538274807360492658e-01
3.024605275340536137e-01,-2.292501669062098624e-01
-5.161942305990777635e-01,-1.662331749465034147e-01
3.642942268455646171e-01,-9.596209090115036255e-02
-8.193513092669353348e-01,-6.960084252998265386e-01
-1.860542834643583165e-01,-4.903690604959125288e-02
9.054568947250128674e-02,7.447203580915949805e-01
3.508703256183193231e-01,1.077487021409289508e-01
-3.979161483535365029e-01,3.675879024379983262e-01
2.788325534950150120e-01,-4.161732019445462671e-01
4.329185375948332304e-01,6.422097641218818542e-02
5.446345578778365448e-01,3.568311320201867920e-01
9.396738619066919984e-01,-3.066221688198656481e-01
-4.164131761049625347e-01,9.424733008392183198e-01
-5.004948251606626819e-01,1.617939734781807526e-01
9.790508540017002215e-01,-9.538306431657479767e-02
1.219162436374361613e+00,5.561929044728438631e-01
2.521092999370231347e-01,-1.046695435581168399e+00
2.774216018118710533e-02,1.105342647335179340e-01
-5.002719986683679121e-01,-3.674881646445140593e-01
-1.036006420782884074e+00,-6.286239189024496465e-02
-5.378033954445787801e-01,-8.317123117693032974e-02
-5.264001381302700899e-01,4.163586137096714768e-01
-1.379408809185603824e-01,-4.654233265564118316e-01
-3.021616569283537279e-01,-2.627365855696217611e-01
-1.103332693582309121e+00,-4.915441836481795335e-01
-4.872632914045071928e-02,-1.025461056654791842e-01
-1.242807648277461929e+00,-1.303973544599266843e+00
1.376468798521964521e-01,3.054657531233498924e-01
5.910632426959097074e-01,-2.056342365340350364e-01
1.385275491716552176e+00,-6.447441743132005243e-01
-6.972432022946296604e-01,-3.438164555456527660e-01
-7.214237386917077277e-02,-8.253785249755569708e-01
-1.996674167753133555e-01,5.134494227265538058e-01
-1.321819327130527189e+00,3.691465895900730154e-01
-6.323539636851054357e-01,-5.794926355125923356e-01
-1.511508231066897689e+00,-1.139181721939993425e-01
7.155456022490073176e-01,1.689940560429611383e-01
-9.252934683918945247e-01,-5.134311663859787433e-01
8.767320500078044088e-01,1.690560144194119263e-01
9.336379239906955618e-01,2.858129278639218174e-01
-3.431289389436471549e-01,-6.876292893051857980e-02
1.614613407693206160e-01,4.098365284466408132e-01
2.395696274962806349e-01,-7.256972179978329329e-01
1.933410542130921117e-01,2.244825649142533908e-01
-4.612290127271996831e-01,3.696771792370524834e-03
-4.468233296669149590e-01,4.123233131645193811e-02
-1.021251998635535757e-01,6.514781749288927060e-01
-1.665729224852731671e-01,-6.998397623670826739e-02
-8.788225027197483774e-01,-1.049166367503876623e-01
-5.803833060863980986e-01,5.805128214500157036e-01
1.673140831478833856e+00,-2.804074954299677902e-01
1.588066493663142231e-01,7.141801244864010023e-01
-6.394010136096497932e-02,6.757775590074053262e-01
-1.028419846706412955e+00,4.259420994619166068e-02
1.501872777737031095e-01,9.833402102328969718e-01
-5.972059222465199158e-01,3.854663010277734059e-01
4.646317951408944769e-01,2.913878416178037334e-01
-1.140958067778814700e+00,1.721797039157762499e-01
1.133895910503959215e+00,-3.063275665899803379e-01
