1.313531499885580711e-01,2.087920070277160534e-01,1.046322496312577233e-01
5.561353790023182420e-02,9.586070132664215038e-02,5.662297128289559556e-01
7.812397139734430507e-01,2.401163860970645381e-02,6.258054979701709319e-01
6.262560067141055287e-01,5.772738807778566850e-01,1.112381793807356578e-01
9.185025005090665662e-01,6.316405439268860667e-01,7.982802494456678888e-01
7.591489032749880739e-01,4.033639876956653936e-01,2.674270806874100570e-01
5.667334806369305200e-01,8.285659618694116713e-01,1.385366733695316821e-01
4.918936998028771157e-01,4.049121564526414474e-02,3.601898724740530966e-01
5.912393647011846554e-01,2.111564198675057735e-01,4.690202511676637709e-01
7.620844102524361174e-01,4.343301691573714374e-01,8.871408549750435801e-01
7.794829708666762835e-01,7.870123630524891167e-01,3.605318900518550418e-01
2.342684940165856711e-01,2.105491232403661206e-01,8.172222152163844955e-01
3.710733381680099141e-01,1.218393888349418308e-01,9.201410084002321632e-01
5.135313426706457074e-01,8.845634234597156142e-01,5.806991839521381538e-01
9.941157034724180663e-01,5.414261432893989756e-01,1.386366405442737149e-01
6.926825198703046027e-01,4.259732454430492643e-01,5.655503077043714244e-01
9.786229628828246874e-01,1.196568973664929869e-01,8.230617610158685871e-02
7.076246055206136809e-02,1.354978439794208844e-01,1.528057034054920438e-01
7.725123718627731062e-01,6.450329741545679507e-02,1.141520385226300061e-01
8.101550921211996270e-01,9.099568663667968460e-01,3.718904758092830276e-01
4.625961133904072931e-01,3.127002963412950365e-03,6.880765197723643922e-01
3.371682386720884494e-01,4.117466012381945095e-01,1.987837644318766195e-01
1.963407812003836739e-02,7.554494171744686737e-01,4.466166774587125854e-01
5.025966013641364194e-01,6.061559971188263951e-01,1.189944082437591755e-01
1.695302611365440137e-01,7.906569043999576163e-01,3.876547031227997042e-01
6.080649073110009351e-01,1.347652758197643852e-01,9.021286497702570850e-01
5.908223678539999968e-01,5.276950671117736080e-01,7.599763711858338322e-01
2.437618372133495415e-01,3.606980840327277393e-01,5.717546652901783766e-01
9.608292417219282955e-01,2.398568567472580959e-01,5.962386729658443185e-01
4.455418918170761522e-01,8.702517847438925314e-01,5.406939850423708727e-01
7.942255199430875434e-01,1.807969499533386148e-01,8.568847514514728037e-01
5.588496330462022765e-01,1.971347780157569618e-01,7.727824980007653721e-01
3.675507576969636592e-01,8.481427719558706224e-01,9.364096757353391753e-01
8.215897766557113124e-01,2.271137479060972852e-01,4.267201062266734457e-01
5.640297916778079790e-01,4.515449164793328141e-01,1.768654484937910443e-01
8.654357865338567768e-01,3.195175939631311746e-02,7.109222483270443149e-01
4.925249481751178271e-01,7.899838559672267557e-01,7.098200878698246452e-01
8.582153948996279480e-01,6.258438064561707703e-01,5.449704874959681034e-01
9.798998221197104952e-01,7.225251201452582706e-01,7.369753920090650334e-01
