6.721997342494288041e-01,3.826674868664144968e-01,3.196151029374347807e-01
2.870787719925737003e-01,9.557796288998245959e-01,2.559001128475936193e-01
2.749451197785984791e-01,4.469907698265797036e-01,3.435905011117100782e-01
9.227958783333722881e-01,5.830446689755066636e-01,6.476885629597106675e-01
4.976197789850472786e-01,6.261642084148956178e-01,8.551174320030791032e-01
1.243876313879165307e-01,7.222727805601123485e-01,5.107235923666457733e-01
7.836336538121535522e-02,8.656368703360574068e-01,9.869770232538523924e-01
9.755373416502313155e-01,3.641094236726510891e-01,7.075803778148714862e-02
3.459889972857408402e-01,6.158302591432988082e-01,8.793220668229997372e-01
4.876771689805553534e-01,6.059866581200199498e-01,9.784611484806435833e-01
