3.008241712234772658e-01,4.852109784669764725e-01,9.517153135184502899e-01
9.156965339011473581e-01,7.487951352296926544e-01,9.346843547277117192e-01
6.224469855192552581e-01,4.519333233885393097e-01,9.757474753334212103e-01
9.568790315198673069e-01,6.907946340309334410e-03,7.194174518283522612e-01
5.339674724530044658e-01,6.941167437364148540e-02,8.279046723629707172e-01
7.876889420373156536e-02,4.033173118182964423e-02,5.050203270769738628e-01
2.921988869903507924e-01,4.412627232056787197e-02,8.857002233029658278e-01
8.377075411779666414e-01,6.964583190762632103e-01,3.215619765387507378e-01
4.054191867099780078e-01,6.589235472330609023e-01,3.323027973650090061e-01
5.970418376574304631e-02,1.421892904602978236e-01,2.044085026200347377e-01
7.402487249610724129e-01,2.626314974364468702e-01,6.045447982175787827e-01
3.254057044761512474e-01,3.677200273920833151e-01,8.993299244863312003e-01
4.895388758925124373e-01,2.457736139576496281e-01,3.572288153316203196e-01
8.357171377576138038e-01,3.555523205697346256e-01,1.307432626405383713e-01
3.038575171463485658e-01,3.371779797687554092e-01,8.578688507494983684e-01
8.104130872494812454e-01,3.261878919679161992e-02,3.958420004098417433e-01
9.960123794236745987e-01,7.531499378928989685e-01,2.115323609924956161e-01
5.007548678824635946e-01,8.765172918378936195e-01,9.636152106493696134e-01
8.760802774555256356e-01,1.001277214825270212e-01,2.793045219132954671e-01
6.740719394141717613e-01,4.448681891409287381e-01,3.781929681300477686e-01
6.567840689316377656e-01,6.235464815686061479e-01,1.881508459038075953e-01
6.324499187204428718e-01,3.144327092243399679e-01,9.571089325231157963e-01
5.296974652644115267e-01,8.173729018375386346e-02,4.519135717989992695e-01
1.651524533581366638e-01,7.620915027749841641e-02,1.705236252795352403e-01
1.299927256499522343e-02,8.774944769264769739e-02,2.363479404523313177e-01
5.926303693971358699e-01,3.187162900652835695e-01,7.321057669423468584e-01
3.029790480466104663e-01,4.265012248404901340e-01,6.284692569397608564e-01
7.376876672529877332e-01,3.123106078133052188e-01,8.780400326248302134e-01
6.219958398057440219e-01,3.068907424666538208e-01,8.379661172642588474e-01
4.564560204512713160e-02,7.254624535194084123e-01,4.249005804536724051e-01
4.146302646812987103e-01,2.612639825495860491e-01,5.935696854574605830e-01
7.960959169099217636e-01,1.140615646753184720e-01,9.933515722164641959e-01
1.075751872951846710e-02,3.233892801874137524e-01,2.435452127206653161e-01
3.749268874513046468e-01,7.105087289568585707e-01,7.818983966408978858e-01
1.383828448822618240e-01,1.423649091548191414e-01,4.787530860147930500e-01
2.043069554517593645e-01,5.418108419675858878e-01,9.420681392379015584e-02
6.873856329813220478e-01,7.741702311027853778e-01,9.524361761162477569e-01
7.580317958642708298e-01,4.112551617134783122e-01,8.096682116288947961e-01
2.120408291925368616e-01,3.178214364043405737e-01,8.043127956349862551e-01
9.476324216918322607e-01,8.823382420837890816e-01,9.235514477637271069e-01
1.603422233272522313e-02,7.023958848489221252e-01,2.102407282928873133e-01
9.207852810993644166e-02,6.717909416147000989e-01,3.912711956639118860e-01
5.367976466371671140e-01,9.068269118038562171e-01,1.646186276329342224e-01
7.729423976904957749e-01,7.220949691221117961e-01,1.999974376040738466e-01
8.267756667605719034e-01,1.480469850270560439e-02,4.218434498836255431e-01
6.104482664173275230e-01,7.820559863800705669e-01,1.765367802191741831e-01
4.283357752561594012e-01,4.659605428610811284e-01,4.144612623742798263e-01
2.624438106091006029e-01,7.910160854456028678e-01,1.472116026554152191e-01
2.744171721982108236e-01,9.885699722957236313e-01,1.915113982479830224e-01
3.748361722378430461e-01,1.595663095514121554e-02,1.219253072674479910e-01
6.908560612507186338e-02,2.776771348508613180e-01,1.936287407475878464e-02
5.647756025640162658e-01,2.488079475509755722e-01,6.010009326346192893e-01
7.609660696134979974e-01,5.982417399123582946e-01,1.316319632264230099e-01
8.867637682468667570e-01,5.805701839322214841e-01,2.160332465200665020e-01
7.819490494134371250e-01,3.339350064345661950e-01,5.219068328663156731e-02
6.380905283622362312e-01,9.555998052733728487e-01,5.788763589051847402e-01
3.813659404725112667e-01,1.191598931504965764e-01,1.291980346737681140e-01
5.965803153107250845e-01,6.530405590743599831e-01,9.836395488234331852e-01
4.802505452152601162e-01,6.509764037621879051e-02,2.038895613220346181e-01
7.673407151568846229e-01,5.847231818785021407e-01,4.122118522997290091e-01
8.242423772278058003e-01,9.418183000256130644e-02,3.902655761340012575e-02
3.573993444616810899e-01,4.733954851022090793e-01,2.758162156972135959e-01
3.278243815568293584e-02,6.468163925448074947e-01,1.733508860927279738e-02
9.134902582933435156e-01,9.724781455610823633e-01,1.949375612597539220e-01
6.150732112885404224e-01,2.624058635588998323e-01,8.443319803190961759e-01
3.322019671854147260e-01,1.287772701528967501e-01,7.861506324799824030e-01
2.066533346157504170e-01,6.435868949662664207e-01,8.956553559433542144e-01
3.603356008369599239e-01,1.233650447581835508e-04,4.108841807612184649e-01
9.595919697394733605e-01,7.804361569201350157e-01,6.415418120511712230e-01
7.556701062790209811e-01,3.111711495862006238e-01,5.741695880893805670e-01
8.783708238386958023e-01,5.818643329430198685e-01,8.345517825763930642e-01
7.870719872835741926e-01,6.831989222457889310e-01,2.825250119651396830e-01
6.100468294926608692e-02,4.156602624014221758e-01,6.681066608813250873e-01
3.200262957036957845e-01,7.480935182256892579e-01,6.155251128013579098e-01
6.387159981779846341e-01,5.146759875969448839e-01,2.371776901495779022e-01
9.754712190822791840e-01,4.165826241637450300e-01,6.709462499684957226e-01
5.277893940051379129e-01,4.737343896022225831e-01,8.299154959431453982e-02
1.459343603829232894e-01,5.901443594359875311e-01,9.593253133939230182e-01
3.113714314041358122e-01,8.706833412002412675e-02,1.137654040356719243e-01
4.282539210540839969e-01,6.568183093520831850e-01,7.025885873410698812e-01
8.196773296361199446e-01,4.075044703268836388e-01,3.246394038486289935e-01
4.865848074985867910e-01,8.462460116454204595e-01,5.210681277502695607e-01
7.571974591246688480e-01,9.250641692805460226e-01,7.959968095240047559e-01
6.273018957286091712e-02,5.572719515172813720e-01,5.452843473848731914e-01
7.653777473300612533e-01,3.359648234574493797e-01,1.658902900233351074e-01
6.740970460767673478e-01,4.993310797916308275e-01,1.624932566870291861e-01
2.663373482103970069e-01,8.909463123894947323e-01,2.956531352741261776e-01
8.723343566372088187e-01,9.491316104230134165e-01,8.731928158766300019e-02
1.263383793506798192e-01,1.488506960922847400e-01,6.180932052611366467e-01
5.449292968468708587e-01,3.176216889224175999e-01,5.406127701943892472e-01
2.648339096372844814e-01,7.663969937516382780e-01,3.712381931054957729e-01
3.899666970589478199e-01,2.877848998413264914e-01,7.297149382444380050e-01
6.225955555905670069e-01,8.037720105107910573e-01,7.481876811594414534e-01
5.020650410796512197e-01,9.805572912551140385e-01,6.074856440516585021e-01
5.354389457091454085e-01,4.449806906993387656e-01,8.401269519269838337e-01
2.692049905636451079e-02,3.176958939435144957e-01,3.222778866135738163e-01
6.564681759864664512e-01,1.437793583231398165e-01,7.719242617478321300e-01
