-1.997286847663199749e+00,-1.850654630109492604e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.161999871340353652e+00,-1.355076206901447256e+00,1.000000000000000000e+00,1.000000000000000000e+00
-7.896676634128176886e-01,-1.214774394571245697e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.744822286644425624e-01,-7.678151321596726753e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.336867355502995569e-01,-1.174260300829754966e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.710162409001054984e+00,1.099458899603718010e+00,1.000000000000000000e+00,1.000000000000000000e+00
-2.052178840104860402e+00,-1.003851146340393408e+00,1.000000000000000000e+00,1.000000000000000000e+00
-6.125937928810717414e-01,-7.423222340399516783e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.040987011194672851e+00,-1.392630324819088550e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.241314693766053079e-01,5.556813242453262358e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.702164924085250997e-01,6.851360838364191075e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.046479002685359594e-01,1.562207862819517401e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.059267603983396200e-01,3.833192701918337608e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.245106754699702334e-01,5.146036580940677174e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.352877849493120621e-01,4.268257596737312087e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.410769619136165165e-01,7.264480167098603669e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.165507505118601628e-02,-4.027938780562257959e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.320271586318328749e-01,2.329357056179023888e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.116912163299333738e+00,9.231239935809017194e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.184005524296440237e+00,-2.250267281531996011e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.307358397751892998e-01,3.231325921000753887e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.327332471730747532e-01,1.018998318258819591e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.817332703146776085e-01,2.107012511885926198e+00,1.000000000000000000e+00,1.000000000000000000e+00
-8.068909252909682861e-01,-1.027686256697504241e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.698804977833840213e-01,7.130304367199430393e-01,1.000000000000000000e+00,1.000000000000000000e+00
-1.361956018342833863e+00,1.559900358339481041e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.160938283210810995e-02,-5.244749965458139762e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.973938602745112902e-01,9.185724999206821284e-01,1.000000000000000000e+00,1.000000000000000000e+00
